,sessionID,timestamp,type,buildSuccessful
218,75,2016-05-10 23:48:09,build,True
219,76,2016-05-11 00:34:59,build,True
220,76,2016-05-11 00:35:07,build,True
221,76,2016-05-11 00:35:25,build,True
222,76,2016-05-11 00:35:32,build,True
223,77,2016-05-11 00:46:37,build,True
224,77,2016-05-11 00:46:44,build,True
225,78,2017-01-10 16:19:23,build,False
226,78,2017-01-10 16:21:50,build,False
227,78,2017-01-10 16:22:28,build,False
230,79,2016-08-13 17:37:32,build,True
231,79,2016-08-13 17:39:41,build,True
232,85,2017-01-09 18:20:21,build,False
237,86,2016-04-21 17:55:00,build,True
238,86,2016-04-21 17:58:15,build,True
239,87,2016-06-29 23:02:02,build,True
262,91,2017-02-06 15:14:44,build,False
263,91,2017-02-06 15:16:33,build,True
264,91,2017-02-06 15:24:54,build,True
265,91,2017-02-06 15:26:15,build,True
266,91,2017-02-06 15:28:44,build,True
267,91,2017-02-06 15:44:45,build,True
268,92,2017-02-06 16:20:12,build,True
269,92,2017-02-06 16:21:28,build,True
270,92,2017-02-06 16:25:06,build,True
271,92,2017-02-06 16:29:30,build,True
272,92,2017-02-06 16:31:52,build,True
273,92,2017-02-06 16:38:58,build,True
275,94,2016-08-08 16:48:22,build,True
276,96,2016-08-08 17:32:53,build,True
277,101,2016-08-08 18:59:37,build,True
278,104,2016-04-24 15:23:19,build,True
279,105,2016-04-24 16:36:27,build,True
280,105,2016-04-24 16:40:14,build,True
281,107,2016-04-24 17:29:33,build,True
283,115,2016-07-13 20:24:46,build,True
300,117,2016-08-18 16:21:37,build,True
301,118,2016-08-18 16:57:40,build,False
302,118,2016-08-18 16:58:18,build,True
303,118,2016-08-18 16:58:42,build,True
304,118,2016-08-18 17:07:28,build,True
305,118,2016-08-18 17:11:41,build,True
306,118,2016-08-18 17:12:38,build,True
307,118,2016-08-18 17:17:42,build,True
308,118,2016-08-18 17:19:39,build,True
309,118,2016-08-18 17:21:11,build,True
310,118,2016-08-18 17:23:10,build,True
311,118,2016-08-18 17:27:44,build,True
312,118,2016-08-18 17:29:37,build,True
313,118,2016-08-18 17:32:25,build,True
314,118,2016-08-18 17:33:51,build,True
315,118,2016-08-18 17:34:59,build,True
316,119,2016-08-19 11:45:46,build,True
317,120,2016-08-19 12:37:01,build,True
318,122,2016-08-19 14:01:58,build,True
319,122,2016-08-19 14:03:30,build,True
320,122,2016-08-19 14:21:20,build,True
321,122,2016-08-19 14:26:27,build,True
322,122,2016-08-19 14:31:39,build,True
323,123,2016-08-19 15:16:51,build,True
324,123,2016-08-19 15:18:32,build,True
325,123,2016-08-19 15:21:20,build,True
326,123,2016-08-19 15:25:11,build,True
327,124,2016-08-19 15:49:41,build,True
328,124,2016-08-19 15:56:15,build,True
329,124,2016-08-19 15:57:39,build,True
330,124,2016-08-19 16:01:54,build,True
331,124,2016-08-19 16:05:13,build,True
332,124,2016-08-19 16:09:27,build,True
333,124,2016-08-19 16:10:16,build,True
334,124,2016-08-19 16:13:57,build,True
335,124,2016-08-19 16:26:35,build,True
336,124,2016-08-19 16:32:45,build,True
337,124,2016-08-19 16:43:37,build,True
338,127,2016-12-19 22:24:27,build,True
339,127,2016-12-19 22:27:14,build,True
340,127,2016-12-19 22:29:16,build,True
341,127,2016-12-19 22:30:30,build,True
342,131,2016-12-20 09:52:10,build,False
343,131,2016-12-20 09:52:38,build,True
344,132,2016-12-20 10:37:15,build,False
345,132,2016-12-20 10:37:34,build,True
346,133,2016-12-20 10:49:39,build,False
347,133,2016-12-20 10:53:39,build,False
348,136,2016-12-20 11:43:43,build,True
349,136,2016-12-20 11:44:03,build,True
350,136,2016-12-20 11:46:05,build,True
351,136,2016-12-20 11:47:31,build,False
352,136,2016-12-20 11:48:53,build,False
353,136,2016-12-20 11:51:03,build,True
354,137,2016-12-20 12:00:24,build,False
355,137,2016-12-20 12:00:38,build,False
356,137,2016-12-20 12:00:55,build,False
360,138,2016-10-23 19:43:01,build,True
361,138,2016-10-23 19:44:13,build,True
362,138,2016-10-23 19:45:19,build,True
363,139,2016-10-23 20:24:27,build,True
364,139,2016-10-23 20:25:50,build,True
365,139,2016-10-23 20:33:24,build,True
366,139,2016-10-23 20:37:38,build,True
367,139,2016-10-23 20:51:24,build,False
368,139,2016-10-23 20:51:57,build,False
369,143,2016-12-16 15:32:04,build,True
380,146,2016-10-01 19:33:02,build,True
382,149,2016-08-04 18:13:44,build,True
385,150,2016-10-03 15:48:26,build,True
386,151,2016-10-03 16:31:53,build,True
387,151,2016-10-03 16:35:37,build,True
389,153,2016-08-08 13:45:36,build,True
397,154,2016-07-27 23:18:43,build,True
398,154,2016-07-27 23:31:58,build,True
399,154,2016-07-27 23:41:27,build,True
400,154,2016-07-27 23:43:59,build,True
401,154,2016-07-27 23:46:59,build,True
402,154,2016-07-27 23:54:23,build,True
404,155,2016-07-13 17:07:47,build,True
405,157,2016-07-13 17:42:39,build,True
406,157,2016-07-13 17:43:05,build,True
407,157,2016-07-13 17:44:59,build,True
408,158,2016-07-13 18:43:24,build,True
409,158,2016-07-13 18:43:38,build,True
410,158,2016-07-13 18:45:11,build,True
411,158,2016-07-13 18:45:30,build,True
412,158,2016-07-13 18:47:00,build,True
413,158,2016-07-13 18:48:30,build,True
414,158,2016-07-13 18:49:29,build,True
415,158,2016-07-13 18:51:54,build,True
416,158,2016-07-13 18:53:04,build,True
417,158,2016-07-13 18:53:20,build,True
418,158,2016-07-13 18:53:27,build,True
419,158,2016-07-13 18:53:56,build,True
420,158,2016-07-13 18:54:54,build,True
421,158,2016-07-13 18:55:51,build,True
422,158,2016-07-13 18:57:15,build,True
423,158,2016-07-13 19:02:13,build,True
424,158,2016-07-13 19:03:19,build,True
425,158,2016-07-13 19:03:29,build,True
428,167,2016-04-27 11:50:30,build,True
429,168,2016-04-27 12:12:27,build,True
430,168,2016-04-27 12:20:41,build,True
431,180,2016-08-11 15:23:09,build,True
432,180,2016-08-11 15:26:10,build,True
433,182,2016-08-11 16:23:46,build,True
434,182,2016-08-11 16:25:47,build,True
435,183,2016-08-11 16:56:11,build,False
436,183,2016-08-11 16:57:11,build,True
437,184,2016-08-11 17:49:31,build,True
438,184,2016-08-11 17:52:57,build,True
439,184,2016-08-11 18:32:05,build,True
440,184,2016-08-11 18:36:34,build,True
441,185,2016-08-11 18:48:57,build,True
442,185,2016-08-11 18:50:09,build,True
443,185,2016-08-11 18:51:40,build,True
444,185,2016-08-11 18:53:46,build,True
445,185,2016-08-11 18:56:07,build,True
446,185,2016-08-11 19:01:30,build,True
447,185,2016-08-11 19:04:06,build,True
448,185,2016-08-11 19:07:34,build,True
449,185,2016-08-11 19:10:22,build,True
450,185,2016-08-11 19:13:58,build,True
451,185,2016-08-11 19:19:23,build,True
452,185,2016-08-11 19:24:00,build,True
453,185,2016-08-11 19:27:10,build,True
454,185,2016-08-11 19:28:18,build,True
455,185,2016-08-11 19:36:55,build,True
456,186,2016-08-11 19:42:43,build,True
474,188,2016-07-01 11:15:58,build,True
475,188,2016-07-01 11:21:15,build,True
476,188,2016-07-01 11:22:29,build,True
477,188,2016-07-01 11:23:30,build,True
478,188,2016-07-01 11:33:25,build,True
479,189,2016-07-01 11:52:52,build,True
480,189,2016-07-01 11:54:57,build,True
481,190,2016-07-01 12:02:34,build,True
482,191,2016-07-01 12:23:40,build,True
483,191,2016-07-01 12:29:16,build,True
484,191,2016-07-01 12:29:48,build,True
485,191,2016-07-01 12:32:18,build,True
486,191,2016-07-01 12:34:44,build,True
487,191,2016-07-01 12:45:07,build,True
488,191,2016-07-01 12:45:20,build,True
489,191,2016-07-01 12:47:34,build,False
490,191,2016-07-01 12:47:46,build,True
491,192,2016-07-01 13:09:16,build,True
492,192,2016-07-01 13:18:21,build,True
493,192,2016-07-01 13:21:14,build,True
494,192,2016-07-01 13:22:18,build,True
495,192,2016-07-01 13:25:07,build,True
496,192,2016-07-01 13:44:02,build,True
497,192,2016-07-01 13:45:26,build,True
498,192,2016-07-01 13:51:33,build,True
499,193,2016-07-01 14:02:13,build,True
500,194,2016-07-01 14:36:32,build,True
501,195,2016-07-01 16:18:24,build,True
502,196,2016-07-01 16:32:57,build,True
503,196,2016-07-01 16:37:55,build,True
504,196,2016-07-01 16:38:38,build,True
505,197,2016-07-01 17:29:27,build,True
506,201,2016-07-01 19:27:18,build,True
507,201,2016-07-01 19:27:56,build,True
508,201,2016-07-01 19:28:55,build,True
509,201,2016-07-01 19:28:57,build,True
510,201,2016-07-01 19:30:32,build,True
511,201,2016-07-01 19:34:06,build,True
512,201,2016-07-01 19:35:47,build,True
513,201,2016-07-01 19:40:25,build,True
514,201,2016-07-01 19:41:33,build,True
515,201,2016-07-01 19:42:33,build,True
516,201,2016-07-01 19:45:57,build,True
517,201,2016-07-01 19:47:01,build,True
518,201,2016-07-01 19:48:19,build,True
519,203,2016-07-01 20:14:31,build,True
520,204,2016-07-01 22:55:19,build,True
521,207,2016-07-02 00:06:20,build,True
522,207,2016-07-02 00:06:42,build,True
523,207,2016-07-02 00:07:12,build,True
524,208,2016-07-02 00:15:04,build,True
525,208,2016-07-02 00:31:04,build,True
526,208,2016-07-02 00:31:34,build,True
527,208,2016-07-02 00:32:29,build,True
529,209,2016-07-18 09:13:20,build,True
533,210,2016-12-21 14:22:25,build,True
534,210,2016-12-21 14:23:38,build,True
535,211,2016-12-21 14:34:36,build,True
536,211,2016-12-21 14:35:04,build,True
537,211,2016-12-21 14:35:30,build,True
538,211,2016-12-21 14:37:21,build,True
539,211,2016-12-21 14:38:18,build,True
540,211,2016-12-21 14:41:50,build,True
541,211,2016-12-21 14:43:22,build,True
542,211,2016-12-21 14:44:35,build,True
543,211,2016-12-21 14:45:25,build,True
544,211,2016-12-21 14:46:34,build,True
545,211,2016-12-21 14:47:10,build,True
546,212,2016-08-30 18:04:28,build,True
547,212,2016-08-30 18:09:13,build,True
548,212,2016-08-30 18:14:38,build,True
549,212,2016-08-30 18:15:45,build,True
550,212,2016-08-30 18:16:34,build,True
551,212,2016-08-30 18:29:04,build,True
552,212,2016-08-30 18:32:17,build,True
553,223,2016-10-03 17:42:34,build,False
554,223,2016-10-03 17:43:05,build,False
555,223,2016-10-03 17:48:15,build,True
556,223,2016-10-03 17:48:48,build,False
557,223,2016-10-03 17:49:49,build,False
558,223,2016-10-03 17:51:08,build,True
559,223,2016-10-03 17:51:20,build,False
560,223,2016-10-03 18:02:43,build,True
561,223,2016-10-03 18:03:02,build,False
562,223,2016-10-03 18:04:31,build,False
615,229,2016-05-09 13:08:33,build,False
616,229,2016-05-09 13:09:04,build,False
617,229,2016-05-09 13:09:17,build,True
618,229,2016-05-09 13:11:49,build,True
619,229,2016-05-09 13:11:57,build,True
620,229,2016-05-09 13:12:04,build,True
621,229,2016-05-09 13:13:01,build,True
622,229,2016-05-09 13:14:49,build,True
623,229,2016-05-09 13:15:10,build,True
624,229,2016-05-09 13:18:09,build,True
625,229,2016-05-09 13:18:44,build,True
626,229,2016-05-09 13:23:41,build,True
627,229,2016-05-09 13:24:23,build,True
628,230,2016-05-09 13:51:51,build,True
629,230,2016-05-09 13:55:23,build,True
630,230,2016-05-09 13:55:53,build,True
631,230,2016-05-09 13:56:17,build,True
632,230,2016-05-09 13:56:41,build,True
633,230,2016-05-09 13:56:52,build,True
634,230,2016-05-09 13:57:08,build,True
635,230,2016-05-09 14:01:56,build,True
636,230,2016-05-09 14:05:52,build,True
637,230,2016-05-09 14:12:14,build,False
638,230,2016-05-09 14:12:25,build,True
639,230,2016-05-09 14:18:19,build,True
640,230,2016-05-09 14:19:07,build,True
641,230,2016-05-09 14:19:38,build,True
642,231,2016-05-09 15:58:47,build,True
643,231,2016-05-09 16:01:18,build,True
644,231,2016-05-09 16:01:55,build,True
645,231,2016-05-09 16:02:40,build,True
646,231,2016-05-09 16:02:54,build,True
647,231,2016-05-09 16:03:40,build,True
648,231,2016-05-09 16:03:59,build,True
649,231,2016-05-09 16:04:51,build,True
650,231,2016-05-09 16:08:23,build,True
651,231,2016-05-09 16:08:49,build,True
652,231,2016-05-09 16:09:03,build,True
653,231,2016-05-09 16:09:26,build,True
654,231,2016-05-09 16:09:43,build,True
655,231,2016-05-09 16:09:55,build,True
656,231,2016-05-09 16:10:28,build,True
657,231,2016-05-09 16:14:55,build,True
658,231,2016-05-09 16:16:02,build,True
659,231,2016-05-09 16:18:40,build,True
660,231,2016-05-09 16:19:24,build,True
661,231,2016-05-09 16:21:09,build,True
662,232,2016-05-09 16:39:23,build,True
663,240,2016-04-10 19:39:07,build,False
664,240,2016-04-10 19:40:07,build,True
676,254,2016-05-10 11:03:00,build,False
677,254,2016-05-10 11:04:06,build,False
678,254,2016-05-10 11:05:46,build,False
679,254,2016-05-10 11:09:14,build,False
680,254,2016-05-10 11:11:43,build,False
681,254,2016-05-10 11:12:03,build,True
682,255,2016-05-10 11:27:49,build,True
683,256,2016-05-10 11:45:01,build,True
684,256,2016-05-10 11:50:18,build,True
685,257,2016-05-10 11:59:00,build,True
686,258,2016-05-10 12:12:54,build,True
687,259,2016-05-10 12:34:57,build,True
688,259,2016-05-10 12:38:26,build,True
689,259,2016-05-10 12:44:45,build,True
690,259,2016-05-10 12:48:03,build,True
691,259,2016-05-10 12:54:40,build,False
692,259,2016-05-10 12:55:13,build,True
693,259,2016-05-10 12:59:16,build,True
694,259,2016-05-10 13:10:09,build,True
695,259,2016-05-10 13:22:46,build,True
696,260,2016-05-10 13:26:40,build,True
697,260,2016-05-10 13:29:23,build,True
698,261,2016-05-10 13:45:13,build,True
699,262,2016-05-10 15:07:47,build,True
700,263,2016-05-10 18:10:44,build,True
701,263,2016-05-10 18:12:01,build,True
702,265,2016-06-22 00:53:29,build,True
703,268,2016-07-28 14:08:31,build,True
704,269,2016-07-28 14:23:27,build,True
705,274,2016-07-28 16:43:03,build,False
706,276,2016-06-12 01:44:41,build,False
710,309,2016-06-27 09:24:33,build,True
711,311,2017-02-16 16:25:38,build,True
712,316,2016-08-18 11:20:57,build,True
713,316,2016-08-18 11:28:35,build,True
714,317,2016-08-18 12:11:52,build,True
715,317,2016-08-18 12:34:44,build,True
716,318,2016-08-18 13:36:52,build,True
717,318,2016-08-18 13:49:32,build,True
718,324,2016-04-13 14:57:41,build,True
719,324,2016-04-13 14:59:39,build,True
720,325,2016-04-13 15:25:59,build,True
721,331,2016-12-26 18:51:36,build,True
722,331,2016-12-26 18:53:38,build,True
723,331,2016-12-26 18:54:59,build,True
724,331,2016-12-26 18:55:45,build,True
725,331,2016-12-26 18:56:30,build,True
731,340,2017-01-06 16:17:10,build,True
732,340,2017-01-06 16:23:06,build,True
733,355,2017-01-11 11:30:15,build,True
734,355,2017-01-11 11:32:21,build,False
735,356,2017-01-11 11:45:44,build,True
736,357,2017-01-11 11:56:10,build,False
737,357,2017-01-11 11:58:11,build,False
738,357,2017-01-11 11:59:10,build,False
739,357,2017-01-11 11:59:26,build,True
740,360,2017-01-11 13:35:56,build,True
741,361,2017-01-11 13:50:17,build,True
742,361,2017-01-11 13:55:27,build,True
743,361,2017-01-11 14:00:11,build,True
744,361,2017-01-11 14:00:50,build,True
745,362,2017-01-11 14:10:23,build,True
746,362,2017-01-11 14:11:56,build,True
747,362,2017-01-11 14:13:46,build,True
748,362,2017-01-11 14:14:57,build,True
749,362,2017-01-11 14:15:08,build,True
750,362,2017-01-11 14:18:08,build,True
754,364,2016-09-19 12:43:08,build,True
755,365,2016-09-19 13:50:48,build,True
756,366,2016-09-19 14:04:15,build,True
757,366,2016-09-19 14:05:41,build,True
758,366,2016-09-19 14:16:59,build,True
759,366,2016-09-19 14:18:22,build,True
760,366,2016-09-19 14:20:02,build,True
761,366,2016-09-19 14:25:02,build,True
762,370,2017-01-03 11:39:57,build,True
763,370,2017-01-03 11:43:08,build,True
764,370,2017-01-03 11:45:42,build,True
765,370,2017-01-03 11:46:43,build,True
766,370,2017-01-03 11:47:35,build,True
767,370,2017-01-03 11:49:58,build,True
768,371,2017-01-03 12:58:54,build,True
769,372,2017-01-03 13:25:51,build,False
770,372,2017-01-03 13:31:20,build,False
771,372,2017-01-03 13:33:15,build,False
772,372,2017-01-03 13:35:02,build,False
773,372,2017-01-03 13:35:44,build,False
780,377,2016-12-21 14:39:35,build,True
781,379,2017-01-05 09:46:37,build,True
782,381,2016-08-22 07:38:57,build,True
783,381,2016-08-22 07:40:50,build,True
784,381,2016-08-22 07:42:08,build,True
785,381,2016-08-22 07:43:49,build,True
786,381,2016-08-22 07:43:55,build,True
787,381,2016-08-22 07:47:33,build,True
788,381,2016-08-22 07:47:40,build,True
789,381,2016-08-22 07:49:52,build,True
790,381,2016-08-22 07:50:00,build,True
791,382,2016-08-22 08:44:55,build,True
792,382,2016-08-22 08:45:02,build,True
793,387,2016-08-22 12:12:02,build,True
794,387,2016-08-22 12:13:05,build,True
795,388,2016-08-22 12:27:43,build,True
796,388,2016-08-22 12:27:51,build,True
797,388,2016-08-22 12:31:08,build,True
798,388,2016-08-22 12:31:42,build,True
799,389,2016-08-23 07:29:19,build,True
800,389,2016-08-23 07:30:45,build,True
801,389,2016-08-23 07:32:27,build,True
802,389,2016-08-23 07:32:31,build,True
803,390,2016-08-23 08:32:37,build,True
804,390,2016-08-23 08:32:47,build,True
805,390,2016-08-23 08:35:20,build,True
806,390,2016-08-23 08:35:38,build,True
807,390,2016-08-23 08:38:44,build,True
808,390,2016-08-23 08:39:04,build,True
809,390,2016-08-23 08:40:41,build,True
810,390,2016-08-23 08:41:18,build,True
811,390,2016-08-23 08:42:03,build,True
812,390,2016-08-23 08:42:10,build,True
813,390,2016-08-23 08:45:32,build,True
814,390,2016-08-23 08:45:44,build,True
815,390,2016-08-23 08:46:13,build,True
816,390,2016-08-23 08:48:51,build,True
817,390,2016-08-23 08:49:25,build,True
818,390,2016-08-23 08:49:54,build,True
819,390,2016-08-23 08:59:43,build,True
820,390,2016-08-23 08:59:48,build,True
821,390,2016-08-23 09:02:33,build,True
822,390,2016-08-23 09:04:13,build,True
823,391,2016-08-23 09:23:59,build,True
824,394,2016-08-23 11:36:06,build,True
825,404,2016-08-24 09:41:44,build,True
826,404,2016-08-24 09:42:19,build,True
827,404,2016-08-24 09:43:33,build,True
828,404,2016-08-24 09:43:43,build,True
829,404,2016-08-24 09:47:32,build,True
830,404,2016-08-24 09:47:49,build,True
831,405,2016-08-24 10:30:19,build,True
832,405,2016-08-24 10:33:14,build,True
833,405,2016-08-24 10:48:02,build,True
834,405,2016-08-24 10:48:12,build,True
835,405,2016-08-24 10:51:04,build,True
837,413,2016-06-03 15:28:13,build,True
838,413,2016-06-03 15:32:10,build,False
839,413,2016-06-03 15:35:57,build,False
840,413,2016-06-03 15:36:47,build,True
841,413,2016-06-03 15:46:08,build,False
842,413,2016-06-03 15:51:15,build,True
843,413,2016-06-03 15:55:25,build,True
844,414,2016-06-03 16:02:58,build,True
845,418,2016-04-30 19:42:06,build,True
855,419,2017-02-17 15:52:49,build,True
856,419,2017-02-17 15:54:29,build,True
857,419,2017-02-17 16:17:34,build,True
858,419,2017-02-17 16:20:22,build,True
859,419,2017-02-17 16:22:04,build,True
883,425,2017-01-06 09:45:24,build,False
884,425,2017-01-06 09:46:00,build,True
885,425,2017-01-06 09:48:11,build,True
886,430,2016-10-06 11:22:25,build,True
887,431,2016-10-06 12:02:15,build,True
888,433,2016-10-07 09:30:11,build,True
889,435,2016-10-07 14:24:32,build,True
891,436,2016-07-15 10:22:42,build,True
892,439,2016-07-15 14:51:47,build,True
893,439,2016-07-15 14:52:55,build,True
894,440,2016-07-15 16:12:50,build,True
895,440,2016-07-15 16:13:40,build,True
899,443,2016-09-23 15:42:54,build,True
900,443,2016-09-23 15:45:31,build,True
901,443,2016-09-23 15:47:07,build,True
902,443,2016-09-23 15:51:38,build,True
903,443,2016-09-23 16:10:45,build,True
904,443,2016-09-23 16:11:48,build,True
905,443,2016-09-23 16:12:05,build,True
906,443,2016-09-23 16:16:37,build,True
907,443,2016-09-23 16:29:06,build,True
908,444,2016-09-23 16:45:21,build,True
909,444,2016-09-23 16:46:31,build,True
910,444,2016-09-23 16:48:18,build,True
911,444,2016-09-23 16:49:31,build,True
912,444,2016-09-23 16:51:28,build,True
913,444,2016-09-23 16:54:07,build,True
914,444,2016-09-23 16:55:26,build,True
915,444,2016-09-23 16:56:31,build,True
916,444,2016-09-23 16:57:29,build,True
917,444,2016-09-23 16:59:56,build,True
918,444,2016-09-23 17:00:58,build,True
919,444,2016-09-23 17:01:41,build,True
920,444,2016-09-23 17:02:06,build,True
921,444,2016-09-23 17:03:14,build,True
922,444,2016-09-23 17:03:57,build,True
923,444,2016-09-23 17:05:02,build,True
924,444,2016-09-23 17:07:04,build,True
925,444,2016-09-23 17:07:46,build,True
926,445,2016-09-23 17:17:14,build,True
927,445,2016-09-23 17:20:16,build,True
928,447,2016-06-13 11:39:04,build,True
