sessionID,timestamp,totalTests,testsPassed
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T18:29:19.105630800+02:00,15,8
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T18:38:05.645434100+02:00,15,9
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T18:39:45.141086800+02:00,15,9
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:50:30.254302100+02:00,15,8
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:52:30.528659800+02:00,15,9
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:59:44.568200300+02:00,15,9
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:43:48.388524700+02:00,15,9
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:48:16.371377+02:00,14,8
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:53:13.397786100+02:00,14,8
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T20:00:02.456036+02:00,15,9
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T20:03:53.964762900+02:00,14,8
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T20:05:18.595693500+02:00,14,8
6d9b6876-78ab-4afd-82d1-ec1b1d670cf6,2016-08-03T17:25:40.803032100+02:00,15,9
6d9b6876-78ab-4afd-82d1-ec1b1d670cf6,2016-08-03T17:28:22.229013700+02:00,15,12
442e758e-99ac-48f6-b4d0-0c67d206fe12,2016-08-04T16:09:35.290973400+02:00,15,0
442e758e-99ac-48f6-b4d0-0c67d206fe12,2016-08-04T16:10:56.418400100+02:00,22,0
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T16:41:44.844000600+02:00,22,0
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T16:42:23.222661100+02:00,26,18
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T16:51:53.725720200+02:00,26,17
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T17:02:03.183040300+02:00,26,0
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T17:02:38.670596500+02:00,29,17
694bb9f6-6dbf-40ef-a844-513b7ea6e93a,2016-08-04T18:55:05.436347700+02:00,42,0
694bb9f6-6dbf-40ef-a844-513b7ea6e93a,2016-08-04T18:55:41.957494300+02:00,47,20
30fbf9ee-bbae-4416-beab-785860503a0f,2016-08-10T13:29:24.767995500+02:00,53,53
30fbf9ee-bbae-4416-beab-785860503a0f,2016-08-10T13:47:06.969329100+02:00,53,53
8392711c-e239-4f65-a934-8b3d1fd266cf,2016-08-25T16:05:54.435540100+02:00,4,4
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:07:44.413892400+02:00,92,0
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:35:35.359143200+02:00,92,0
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:37:20.219879200+02:00,92,0
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:42:16.256313400+02:00,1,0
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:58:17.676119700+02:00,1,0
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T11:01:18.345975+02:00,92,1
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T11:03:55.266328600+02:00,92,10
4e2bfdef-525c-4a59-b8d6-e53b04ff3d51,2016-08-31T11:46:50.273657100+02:00,92,0
4e2bfdef-525c-4a59-b8d6-e53b04ff3d51,2016-08-31T11:48:21.957483800+02:00,92,92
fadb490b-cc30-4690-8ecd-ae5c818fb1e1,2016-08-31T11:57:20.013803500+02:00,92,92
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:14:12.259697700+02:00,92,0
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:22:46.432602500+02:00,96,2
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:25:30.897389900+02:00,96,94
1e4d9200-c627-47d5-97cc-b49fd7037294,2016-09-16T10:31:19.656202200+02:00,4,4
db174f3a-a970-4daa-8b42-d61d9ef56d61,2016-12-16T08:42:38.602256+01:00,964,964
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T13:13:27.162533800+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:22:24.642142900+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:23:37.509805900+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:34:35.753408200+01:00,1,1
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:35:04.183480800+01:00,1,1
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:35:30.529027600+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:37:20.905001900+01:00,1,1
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:38:17.770546800+01:00,1,1
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:41:49.080406900+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:43:21.762423500+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:44:35.232141300+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:45:24.944057900+01:00,1,0
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:46:33.997081900+01:00,1,1
06f9c3b5-9ba5-44b5-a95a-6b9d280343ff,2016-12-21T14:47:10.393403600+01:00,1,1
8b78c6f9-e0d3-48a2-b139-62390034f0af,2016-12-23T11:57:25.046899200+01:00,1,1
8b78c6f9-e0d3-48a2-b139-62390034f0af,2016-12-23T12:03:54.827969600+01:00,1,1
8b78c6f9-e0d3-48a2-b139-62390034f0af,2016-12-23T12:04:59.849131+01:00,1,1
8b78c6f9-e0d3-48a2-b139-62390034f0af,2016-12-23T12:05:51.084041200+01:00,1,1
342b6cd1-03a8-4ba4-a26b-fadc0ff20fe4,2016-12-30T10:17:48.069561600+01:00,2,2
342b6cd1-03a8-4ba4-a26b-fadc0ff20fe4,2016-12-30T11:03:52.086736700+01:00,1,1
342b6cd1-03a8-4ba4-a26b-fadc0ff20fe4,2016-12-30T11:10:14.059876100+01:00,2,1
342b6cd1-03a8-4ba4-a26b-fadc0ff20fe4,2016-12-30T11:16:38.080670300+01:00,17,17
8c33667d-6a87-4491-be48-b70c21331f3e,2016-08-17T12:14:47.584918800+12:00,1,0
8c33667d-6a87-4491-be48-b70c21331f3e,2016-08-17T12:21:26.956478500+12:00,1,0
8c33667d-6a87-4491-be48-b70c21331f3e,2016-08-17T12:22:41.040886200+12:00,1,0
8c33667d-6a87-4491-be48-b70c21331f3e,2016-08-17T12:47:25.495795600+12:00,1,1
8c33667d-6a87-4491-be48-b70c21331f3e,2016-08-17T12:49:48.941795600+12:00,1,1
8c33667d-6a87-4491-be48-b70c21331f3e,2016-08-17T12:52:17.107795600+12:00,1,1
06ed56fc-0467-4b01-8c7b-f2ffe300ff0e,2016-08-19T11:08:25.517029500+12:00,221,221
06ed56fc-0467-4b01-8c7b-f2ffe300ff0e,2016-08-19T11:08:49.742451800+12:00,46,46
06ed56fc-0467-4b01-8c7b-f2ffe300ff0e,2016-08-19T11:08:57.971274600+12:00,200,175
06ed56fc-0467-4b01-8c7b-f2ffe300ff0e,2016-08-19T11:10:09.443421100+12:00,1,0
cd72dc21-7656-4c19-9be6-ed242b1d4c74,2016-08-19T11:19:09.423413700+12:00,1,1
cd72dc21-7656-4c19-9be6-ed242b1d4c74,2016-08-19T11:19:50.383509300+12:00,1,1
cd72dc21-7656-4c19-9be6-ed242b1d4c74,2016-08-19T11:24:17.433211600+12:00,68,68
cd72dc21-7656-4c19-9be6-ed242b1d4c74,2016-08-19T11:35:01.488610700+12:00,46,46
cd72dc21-7656-4c19-9be6-ed242b1d4c74,2016-08-19T11:35:10.870548800+12:00,221,221
0c28024a-1dfa-4d91-84af-f7389b1aaacc,2016-08-22T08:45:01.630200500+12:00,438,437
8b76fdfc-ab67-4328-8f80-2785df7ea373,2016-08-22T09:46:45.386223+12:00,9,7
8b76fdfc-ab67-4328-8f80-2785df7ea373,2016-08-22T09:47:55.605244200+12:00,9,8
d1472e50-bb48-470f-a209-04ecdd427c8e,2016-08-23T11:10:27.258820400+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T08:57:15.974458800+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:33:45.069346400+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:34:30.268865900+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:36:58.021639700+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:43:21.673001+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:43:51.605994+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:47:48.433674400+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:49:09.319762200+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T09:57:51.788848+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T10:10:59.302892700+12:00,1,1
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T10:20:11.421075900+12:00,1,1
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T10:20:43.805314+12:00,1,1
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T10:20:56.873620700+12:00,3,2
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T10:26:27.973727400+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T10:27:12.621191700+12:00,2,2
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T10:48:24.615378400+12:00,1,1
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:11:36.334536400+12:00,82,81
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:12:15.825485100+12:00,81,81
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:33:33.005190300+12:00,81,78
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:36:27.280616100+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:38:18.706757600+12:00,13,13
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:38:32.553142100+12:00,1,0
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:39:42.982184300+12:00,1,1
51c61f49-3121-430a-874b-61173a1a1d43,2016-08-29T11:39:49.885874600+12:00,81,81
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-29T13:19:03.057132200+12:00,0,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-29T13:19:23.177144+12:00,0,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-29T13:19:43.543180400+12:00,0,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-29T13:20:05.875413400+12:00,0,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-29T13:20:25.641389800+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:41:15.961015100+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:43:27.797197400+12:00,1,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:44:01.058523200+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:44:14.595876800+12:00,2,2
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:53:46.684079900+12:00,1,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:54:55.196930500+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:56:00.426452800+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:57:50.104419500+12:00,1,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:58:08.602269100+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T07:58:45.805989100+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T08:01:39.425349300+12:00,1,0
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T08:02:15.697976200+12:00,1,1
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T08:05:16.450049600+12:00,6,6
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T08:07:01.096513200+12:00,6,6
33a6cf85-6e99-4253-a581-f9fe3d33a781,2016-08-30T08:09:38.932295200+12:00,6,5
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:21:08.656260700+12:00,1,1
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:21:13.985793600+12:00,6,6
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:35:05.989985700+12:00,97,81
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:36:20.633449300+12:00,1,0
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:39:13.211705400+12:00,13,1
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:40:08.915275200+12:00,13,10
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:40:20.245408100+12:00,1,0
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:41:18.473230300+12:00,13,10
dcde54a9-b302-4032-b95f-c305be868a40,2016-08-30T08:41:25.522935200+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:03:15.262160700+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:07:05.203132200+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:07:58.102539+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:09:27.865408800+12:00,1,1
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:11:03.273723300+12:00,13,11
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:13:46.569055500+12:00,1,1
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:14:54.100688900+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:15:06.402643+12:00,1,1
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:15:17.433485+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:15:56.538008200+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:19:05.562525400+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:20:10.282670+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:20:19.413406400+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T09:22:11.249034800+12:00,1,1
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T10:14:04.568157200+12:00,3,3
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T10:14:12.630963400+12:00,97,97
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T10:22:07.905486100+12:00,97,97
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-30T10:26:03.214014600+12:00,98,98
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T07:53:38.277035100+12:00,2,2
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T07:53:47.487956100+12:00,3,3
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T07:53:54.651672400+12:00,98,92
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:01:54.819684400+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:04:32.088409700+12:00,1,1
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:04:53.821582800+12:00,1,1
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:05:11.171317600+12:00,1,1
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:05:22.748475200+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:07:05.800779400+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:07:17.308930100+12:00,1,0
eff564bc-3daf-4a51-8a51-5e6e31aea6bf,2016-08-31T08:08:43.505548900+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T08:25:56.605353200+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T08:27:06.812353200+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T08:28:09.874353200+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T08:30:00.534353200+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T08:30:58.373353200+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T08:31:52.742353200+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T08:54:07.124902400+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T09:13:15.750753500+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T09:13:21.479326300+12:00,13,12
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T09:24:36.082779900+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T10:56:37.932947300+12:00,26,23
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T10:57:01.983352100+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:00:55.157667200+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:01:13.265477800+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:01:49.142065100+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:07:45.679715300+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:07:50.424189700+12:00,18,16
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:08:47.731919900+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:10:29.069052600+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:34:57.357866800+12:00,103,101
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:36:15.492679500+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:39:31.314259700+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:39:46.629791100+12:00,1,0
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:40:44.644592+12:00,1,1
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:40:51.109238400+12:00,4,4
73115653-c55b-412d-a61c-43e33f35d7d9,2016-08-31T11:40:58.014928900+12:00,103,103
