sessionID,timestamp,buildSuccessful
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:51:54.005109500+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:53:04.771232400+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:53:20.914146600+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:53:27.932805+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:53:56.255096300+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:54:54.552329800+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:55:51.030469300+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T18:57:15.717885700+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T19:02:13.277599+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T19:03:19.223211+02:00,true
068370ce-c891-45d8-8255-8c9ea63f3b43,2016-07-13T19:03:29.295988+02:00,true
0504fbd1-cce2-4431-b4e2-edc63eea1c6d,2016-07-13T19:10:19.747840500+02:00,true
0504fbd1-cce2-4431-b4e2-edc63eea1c6d,2016-07-13T20:24:46.622867200+02:00,true
1e0455b0-f597-4b64-ad18-57d19bb7e115,2016-07-14T19:55:27.221852100+02:00,true
1e0455b0-f597-4b64-ad18-57d19bb7e115,2016-07-14T20:05:57.948045900+02:00,true
d68f464b-0fa9-4917-b6ba-4de7dfb4a076,2016-07-14T20:51:08.749910+02:00,false
d68f464b-0fa9-4917-b6ba-4de7dfb4a076,2016-07-14T20:51:49.256584400+02:00,true
d68f464b-0fa9-4917-b6ba-4de7dfb4a076,2016-07-14T20:51:57.311855400+02:00,true
d68f464b-0fa9-4917-b6ba-4de7dfb4a076,2016-07-14T20:52:44.078098600+02:00,true
80e3fd62-af77-4d44-835c-ef0fc3fcd5fc,2016-07-14T21:11:05.959219300+02:00,true
80e3fd62-af77-4d44-835c-ef0fc3fcd5fc,2016-07-15T09:37:00.219082100+02:00,true
80e3fd62-af77-4d44-835c-ef0fc3fcd5fc,2016-07-15T09:49:18.358145500+02:00,true
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:55:03.137848100+02:00,true
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:55:28.343403400+02:00,false
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:55:35.364364200+02:00,false
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:56:08.291330800+02:00,true
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:56:17.239481400+02:00,true
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:56:53.974565400+02:00,true
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:57:07.590094100+02:00,false
a1055d72-1b80-4124-b5d9-1f507b9155b9,2016-07-15T09:59:13.779406100+02:00,false
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:06:11.587203400+02:00,true
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:10:39.825705300+02:00,true
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:13:35.369777300+02:00,true
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:19:50.422389500+02:00,true
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:21:58.540820500+02:00,true
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:24:55.799527700+02:00,true
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:29:18.449940700+02:00,true
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:33:25.816433200+02:00,false
5f46414d-b942-4f79-a9dc-9284bcec76e1,2016-07-15T10:36:11.604573500+02:00,false
26c2fea2-d381-42e0-9d79-e668a74a2e5a,2016-07-15T10:43:21.817877600+02:00,true
26c2fea2-d381-42e0-9d79-e668a74a2e5a,2016-07-15T10:46:06.620455200+02:00,true
26c2fea2-d381-42e0-9d79-e668a74a2e5a,2016-07-15T10:47:20.844268900+02:00,true
26c2fea2-d381-42e0-9d79-e668a74a2e5a,2016-07-15T10:47:27.210696800+02:00,true
26c2fea2-d381-42e0-9d79-e668a74a2e5a,2016-07-15T10:48:19.143225800+02:00,false
26c2fea2-d381-42e0-9d79-e668a74a2e5a,2016-07-15T10:49:10.659447+02:00,true
26c2fea2-d381-42e0-9d79-e668a74a2e5a,2016-07-15T10:50:53.828633500+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T13:44:48.408894700+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T13:45:22.176085100+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T13:55:52.984264300+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T13:55:58.233346500+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T14:39:18.279666+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T14:39:38.914075200+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T14:44:59.389966500+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T15:23:06.480813400+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T15:27:14.867076600+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T15:28:55.249023400+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T15:30:37.678932300+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T15:32:26.317287300+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T15:40:12.207559700+02:00,true
1484eb75-5427-44ac-8008-cbdbf311c5de,2016-07-15T15:42:42.773072+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T15:48:27.738822700+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T15:49:46.514976400+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T17:37:45.579338+02:00,false
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T17:42:39.865011900+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T17:51:44.577429800+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T17:57:19.210140400+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T18:03:06.042084400+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T18:04:21.362353500+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T18:08:18.738055900+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T18:10:36.069827600+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T18:17:50.109182600+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T18:19:09.830994700+02:00,true
7bf93829-edf2-40da-94e6-391b8d07fbb7,2016-07-15T18:21:53.538952300+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T18:27:14.510656+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T18:56:22.866278900+02:00,false
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T18:56:42.393985+02:00,false
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T18:59:59.893151800+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:03:53.242526+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:08:16.880385800+02:00,false
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:08:33.485140100+02:00,false
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:08:48.540347300+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:12:37.384528+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:20:42.503571700+02:00,false
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:23:10.929905300+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:30:04.365660600+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:37:43.286798700+02:00,false
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:38:03.619541500+02:00,true
1d46e67b-8936-4b5b-88ea-3961a63b8aac,2016-07-15T19:38:32.697536700+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T19:40:14.326861500+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T19:48:36.358729600+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T19:52:59.075069700+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T19:53:50.154688600+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T19:56:00.062819200+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T19:59:34.850810600+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T20:02:04.859611800+02:00,true
98f7c1da-da7a-4a02-a94d-f04a0a83b10e,2016-07-15T20:05:18.251583600+02:00,true
5845be83-068f-4a5e-ab38-149258f382c8,2016-07-15T20:48:21.591503500+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T17:43:43.749453100+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T17:43:51.640701300+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T17:47:31.247874800+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T17:52:46.208354800+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T18:24:49.689026800+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T18:29:19.494554100+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T18:38:05.967183+02:00,true
5038c10d-dc98-4a4c-b650-760b32bb2d33,2016-07-16T18:39:45.446765500+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:43:22.412279700+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:50:11.533336500+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:50:30.612461900+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:52:30.970779300+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T18:59:44.857541200+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:16:28.972263900+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:42:55.637898700+02:00,false
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:43:02.960972700+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:43:48.722390500+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:48:16.887293300+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T19:53:13.834453800+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T20:00:02.851085100+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T20:03:54.365869900+02:00,true
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T20:05:05.915428+02:00,false
d77c6dfb-493f-4d80-b20d-13a0c04cf56d,2016-07-16T20:05:19.016551900+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:08:27.210087+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:08:39.754722+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:09:48.306391600+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:11:16.945659800+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:11:55.779996100+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:12:48.842210100+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:13:31.364825200+02:00,true
9cab6728-3e02-4631-ac3b-064b2e5268cc,2016-07-17T12:14:31.870412800+02:00,true
a3c41c2f-1f24-4e45-92f3-baee3509f6cd,2016-07-22T14:51:02.126896600+02:00,true
a3c41c2f-1f24-4e45-92f3-baee3509f6cd,2016-07-22T14:52:20.727774400+02:00,true
6d9b6876-78ab-4afd-82d1-ec1b1d670cf6,2016-08-03T17:25:41.626669300+02:00,true
6d9b6876-78ab-4afd-82d1-ec1b1d670cf6,2016-08-03T17:28:22.608049300+02:00,true
442e758e-99ac-48f6-b4d0-0c67d206fe12,2016-08-04T16:09:35.911234100+02:00,true
442e758e-99ac-48f6-b4d0-0c67d206fe12,2016-08-04T16:10:56.843546600+02:00,true
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T16:41:45.466091100+02:00,true
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T16:42:23.695397600+02:00,true
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T16:51:54.084644200+02:00,true
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T17:02:03.659686400+02:00,true
de100a5d-c4f3-4e67-8f18-fb9628df0362,2016-08-04T17:02:39.069524+02:00,true
694bb9f6-6dbf-40ef-a844-513b7ea6e93a,2016-08-04T18:55:06.238279400+02:00,true
694bb9f6-6dbf-40ef-a844-513b7ea6e93a,2016-08-04T18:55:42.345916400+02:00,true
839b6d80-23fc-4907-85d6-cdff50cb3d2a,2016-08-07T21:09:44.355585300+02:00,false
30fbf9ee-bbae-4416-beab-785860503a0f,2016-08-10T13:28:13.180927200+02:00,false
30fbf9ee-bbae-4416-beab-785860503a0f,2016-08-10T13:29:25.629099200+02:00,true
30fbf9ee-bbae-4416-beab-785860503a0f,2016-08-10T13:46:50.262614200+02:00,true
30fbf9ee-bbae-4416-beab-785860503a0f,2016-08-10T13:47:07.581010200+02:00,true
fab974b9-d6bc-4ecc-9145-b10760c09739,2016-08-12T12:59:36.792889700+02:00,true
fab974b9-d6bc-4ecc-9145-b10760c09739,2016-08-12T13:01:48.726533200+02:00,true
03e957ae-046e-49da-940f-44103c648d75,2016-08-23T19:22:21.240811200+02:00,true
8392711c-e239-4f65-a934-8b3d1fd266cf,2016-08-25T16:03:11.073567+02:00,true
8392711c-e239-4f65-a934-8b3d1fd266cf,2016-08-25T16:04:22.583544400+02:00,true
8392711c-e239-4f65-a934-8b3d1fd266cf,2016-08-25T16:05:54.683535700+02:00,true
8392711c-e239-4f65-a934-8b3d1fd266cf,2016-08-25T16:06:05.664018500+02:00,true
ba866e8d-5901-4ec7-b054-59982cff7a08,2016-08-29T21:04:54.856826400+02:00,false
ba866e8d-5901-4ec7-b054-59982cff7a08,2016-08-29T21:06:35.341883+02:00,true
347bc784-54fc-44cb-9dc2-4a08f9334bde,2016-08-30T09:27:05.051697600+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:07:45.319827800+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:35:35.902165200+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:37:20.760152+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:42:16.810119800+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T10:58:18.201824900+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T11:01:18.903749+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T11:03:56.107434100+02:00,true
dc128d29-dd9a-4cf1-9ab2-f0b33fbc1ab1,2016-08-30T11:09:34.692351600+02:00,true
4e2bfdef-525c-4a59-b8d6-e53b04ff3d51,2016-08-31T11:31:32.315621800+02:00,false
4e2bfdef-525c-4a59-b8d6-e53b04ff3d51,2016-08-31T11:46:50.788589700+02:00,true
4e2bfdef-525c-4a59-b8d6-e53b04ff3d51,2016-08-31T11:48:22.441334500+02:00,true
fadb490b-cc30-4690-8ecd-ae5c818fb1e1,2016-08-31T11:57:20.688656+02:00,true
766e7575-bd60-4734-9b76-8468ae0d57dc,2016-08-31T18:27:03.876642+02:00,true
6a1661e9-84f4-4ad8-82c7-184a54286619,2016-09-02T13:58:37.149706+02:00,true
74db097a-c2ab-4e3e-a93d-917644757593,2016-09-02T14:53:46.640039800+02:00,true
74db097a-c2ab-4e3e-a93d-917644757593,2016-09-02T15:00:54.290057500+02:00,true
74db097a-c2ab-4e3e-a93d-917644757593,2016-09-02T15:03:47.403222100+02:00,false
74db097a-c2ab-4e3e-a93d-917644757593,2016-09-02T15:04:08.386747700+02:00,true
74db097a-c2ab-4e3e-a93d-917644757593,2016-09-02T15:10:43.765929700+02:00,true
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:14:13.041597900+02:00,true
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:16:31.871980+02:00,false
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:21:56.921246900+02:00,true
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:22:31.153561400+02:00,true
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:22:46.932643600+02:00,true
3a17526a-7e91-4cae-96e1-b054df148bc0,2016-09-03T18:25:31.508947700+02:00,true
78393c58-481e-42d4-af40-bd059d824381,2016-09-06T16:30:32.771717600+02:00,false
78393c58-481e-42d4-af40-bd059d824381,2016-09-06T16:30:56.011655200+02:00,true
78393c58-481e-42d4-af40-bd059d824381,2016-09-06T16:34:48.169921900+02:00,true
78393c58-481e-42d4-af40-bd059d824381,2016-09-06T16:35:09.727497600+02:00,true
78393c58-481e-42d4-af40-bd059d824381,2016-09-06T16:36:01.372299600+02:00,true
1e77d261-a5af-4e17-82cf-3c84701def29,2016-09-09T09:38:00.411181600+02:00,false
10a33a10-6bb9-4dce-854b-5309dd501923,2016-09-09T09:42:05.385805200+02:00,true
10a33a10-6bb9-4dce-854b-5309dd501923,2016-09-09T09:42:11.984882400+02:00,true
10a33a10-6bb9-4dce-854b-5309dd501923,2016-09-09T09:55:25.552967100+02:00,true
10a33a10-6bb9-4dce-854b-5309dd501923,2016-09-09T09:55:33.547070400+02:00,true
ecc4d854-2906-43e3-8df8-df3cb5bff00a,2016-09-09T15:30:12.957162500+02:00,true
ecc4d854-2906-43e3-8df8-df3cb5bff00a,2016-09-09T15:30:19.741633900+02:00,true
87d7633a-b63d-4251-b421-f4e1f7ce239e,2016-09-14T17:46:16.979311700+02:00,false
87d7633a-b63d-4251-b421-f4e1f7ce239e,2016-09-14T17:47:17.832172300+02:00,true
87d7633a-b63d-4251-b421-f4e1f7ce239e,2016-09-14T17:55:34.477923100+02:00,true
38affae4-7716-46c6-b140-9b9dd7906242,2016-09-14T18:14:42.927259300+02:00,true
38affae4-7716-46c6-b140-9b9dd7906242,2016-09-14T18:15:41.365453800+02:00,true
38affae4-7716-46c6-b140-9b9dd7906242,2016-09-14T18:38:15.476429+02:00,false
38affae4-7716-46c6-b140-9b9dd7906242,2016-09-14T18:38:38.247718700+02:00,true
3a00cebb-0ba4-4b12-96b2-f749728d18ac,2016-09-14T18:52:47.902557200+02:00,true
3a00cebb-0ba4-4b12-96b2-f749728d18ac,2016-09-14T18:53:04.669691300+02:00,true
3a00cebb-0ba4-4b12-96b2-f749728d18ac,2016-09-14T18:53:10.121527300+02:00,true
f79ca2aa-3d5f-41a4-acf4-2455cdb11a24,2016-09-16T10:24:43.967670900+02:00,true
f79ca2aa-3d5f-41a4-acf4-2455cdb11a24,2016-09-16T10:26:30.116486600+02:00,false
1e4d9200-c627-47d5-97cc-b49fd7037294,2016-09-16T10:29:15.106868900+02:00,true
1e4d9200-c627-47d5-97cc-b49fd7037294,2016-09-16T10:29:37.591759700+02:00,true
1e4d9200-c627-47d5-97cc-b49fd7037294,2016-09-16T10:29:40.477491400+02:00,true
1e4d9200-c627-47d5-97cc-b49fd7037294,2016-09-16T10:31:20.057575500+02:00,true
fa593aba-7a20-4766-b8a2-f7a9a18c2aa4,2016-09-20T09:24:10.267528900+02:00,true
fa593aba-7a20-4766-b8a2-f7a9a18c2aa4,2016-09-20T09:24:22.101581400+02:00,false
17359850-ca53-4aa0-b58c-7991a4b08ea4,2016-09-20T09:39:16.024585500+02:00,true
17359850-ca53-4aa0-b58c-7991a4b08ea4,2016-09-20T09:39:26.454731400+02:00,false
dde3d738-d55f-439d-b7e3-549127432ede,2016-09-22T11:51:14.578439900+02:00,true
dde3d738-d55f-439d-b7e3-549127432ede,2016-09-22T11:51:26.711531800+02:00,true
dde3d738-d55f-439d-b7e3-549127432ede,2016-09-22T11:53:24.841457300+02:00,true
8ebcffb9-810c-4987-856b-56ea4f0e83e0,2016-09-30T14:35:15.039014100+02:00,true
8ebcffb9-810c-4987-856b-56ea4f0e83e0,2016-09-30T14:46:36.180652900+02:00,true
8ebcffb9-810c-4987-856b-56ea4f0e83e0,2016-09-30T15:23:21.545665900+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T16:01:27.521597200+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T16:01:42.815018600+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T16:05:41.757468100+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T16:06:39.440305900+02:00,false
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T16:14:19.192022200+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T17:17:44.602475300+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T17:18:46.644034600+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T17:18:53.724446500+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T17:25:44.801460100+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T17:25:51.521189900+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T18:10:29.533341200+02:00,true
7a6ec195-bd26-4ad1-bcb9-0cb5bc905aa2,2016-10-03T18:14:32.947547+02:00,true
